6427.2251,6503.0806,4410.6088,5886.886,5229.4164,6686.2615,5159.095,6107.0171,4069.2861,6363.7922,8815.3872,3450.4677,7892.449,6325.6412,6754.891,6133.9632
50200.0463,55669.018,23238.4107,882.5622,57182.0449,40536.0236,50456.4062,52683.6339,17905.3489,151.3454,36353.4306,31244.6904,37903.727,28621.8375,56053.8179,49597.0416
60413.108,61772.9291,39794.7206,61454.9275,118278.0759,78406.6367,111530.1235,89868.642,37950.3693,63103.4208,226178.8429,155617.5364,115493.6306,96339.2875,136185.5505,108654.8782
147071.5783,137086.9547,133915.7211,114524.0698,118865.4565,85681.6146,123769.0392,92986.4467,120481.029,108716.9235,98701.2228,94935.5889,121786.1711,118977.0492,115915.4091,106487.5591
278280.3496,756832.2,522698.0625,1384758.9626,299766.5568,583504.447,258639.49,706346.4268,383561.3469,1422142.3681,272454.0598,860283.2227,320039.05,1104323.3738,279852.6351,849609.7971
3097693.84,1337160.537,3663781.829,1388442.064,2842405.061,1127803.4876,2716094.98,1168802.1319,2755649.5594,1228924.3953,2525946.851,1299562.6918,2914452.6845,1315983.7835,2987856.048,1300318.672
757870.9573,434127.341,546509.9673,281282.5024,717580.4476,429225.7527,723195.823,385354.637,397928.3179,262570.2539,715480.3863,467671.592,816143.5347,436849.9114,737574.9576,426261.7238
568429.641,830741.4128,540666.6905,668786.58,512308.6703,583250.6755,508033.7921,705608.2754,411104.5466,605535.4005,547136.7826,707051.211,517631.8979,772204.0379,512879.743,763814.9336
768162.04,675163.7188,452719.201,547430.536,722640.8986,425006.0134,544475.8833,499329.6601,441230.6269,486541.514,921419.892,931479.419,1249083.2906,1319943.5727,635730.889,470411.5512
79503.7957,178136.2435,78707.17,143465.5686,75241.4185,115116.1729,60785.291,148599.595,56878.7768,118082.4791,93932.3102,245406.9002,123061.0776,347191.1649,69979.1493,148771.9309
592111.3696,331517.7085,571655.3755,321361.1671,552360.2119,312094.3965,642947.6793,344981.3208,546136.403,290451.1925,552399.3653,333412.0041,547178.187,263850.6566,649199.1216,365884.9719
74863.7756,90094.758,41207.0957,72988.2971,92891.8701,75648.3189,76310.4634,89817.002,46961.867,59807.3115,222166.1753,125564.9763,98241.3686,122492.3561,91753.164,92278.5893
14499.3601,39746.9437,15471.7414,35573.5117,17190.2725,31962.8171,15202.8059,46801.1326,12782.1492,31413.1282,51515.6346,71129.5482,22059.3765,57329.7106,19168.2282,45848.4737
157760.49,63656.655,32090.3519,27838.9424,323052.1594,137103.5304,205977.068,132595.9077,27786.7012,25638.16,368039.222,169715.976,123415.237,75503.7937,333799.23,133549.1984
39840.8755,35060.99632,55848.141,28330.25731,85254.152,47179.38435,40880.7793,47764.2994,52213.9817,28834.6718,31640.4782,58029.44935,46821.5847,46969.7147,63427.185,66171.3642
17329.3583,116835.873,9186.9663,60953.1173,5120.6751,41091.8216,8544.6554,62471.4984,5115.0679,52567.8291,14963.6887,60370.1993,13177.0872,103129.6033,6061.0786,55419.9216
57492.2018,53302.875,63282.9623,46069.2799,64671.23,40469.18162,42806.89577,43181.0415,55570.6325,47125.7048,43634.0225,42792.4022,61112.5116,53531.7332,59062.3959,44201.7077
4057837.6303,3035426.3969,3923835.7821,3272561.8239,3802219.1819,2601874.935,4186683.104,3053771.4402,3917972.3008,3032356.6066,3719302.9894,2999980.9908,3687112.514,2616059.179,4184530.2877,3004888.0225
1735055.2964,1442278.329,1610141.9638,1303381.2663,1619446.2775,1256569.522,1647299.0509,1418238.422,1410708.0005,1266597.6431,1679479.461,1358820.459,1531616.153,1249506.4304,1665192.2208,1378949.883
63600.4153,41227.595,68879.7735,48081.3224,52717.7676,35234.661,52741.4015,34446.0218,64597.45,49624.1084,49599.4327,37469.4296,60203.6387,36198.5191,57119.8487,40457.9053
148353.1539,214621.9204,228827.3501,305435.529,214443.2273,278820.587,163334.7871,231857.26507,222828.3893,325211.102,188858.5663,284633.4572,211026.0553,270497.5075,202779.7777,295346.6246
9392.1239,11682.1874,11051.80845,8322.87959,11620.56088,11156.6084,8626.8173,10377.87962,7316.5668,10748.5075,12606.7412,20385.6833,20775.7224,17615.6064,10088.5717,14587.4398
7744.9,13253.1795,2524.12964,3454.64316,7356.895,19243.9097,6508.0167,10582.98041,3471.1632,5030.2614,7821.253,15738.965,3685.3044,7705.4205,8141.378,16962.15314
4587479.7479,3717679.4708,5244672.2103,4013354.7449,5167276.5436,3593966.0881,5093840.7248,3868530.8614,5158934.5865,3702747.0308,4837021.7899,3857666.127,5123991.6016,3505196.0116,5503286.151,4093287.9082
1388439.434,1737896.965,1436755.8589,1614086.18,1532656.364,1713330.6101,1309590.5824,1472352.832,1184160.123,1573651.27,1386256.285,1632668.893,1479585.44,1912062.656,1527594.19,1727458.298
10658.563,135844.394,50077.3688,120811.475,8174.98561,90373.27229,8079.3982,122611.34908,30733.4843,136987.751,7445.479,161083.96843,10703.3291,127996.4934,10763.8253,142508.94386
243156.2238,632718.7439,562530.5642,884809.94,231067.855,526689.9604,218362.6949,525433.2218,461141.6268,784243.34,245090.3975,653630.2967,284944.449,809614.627,235667.4822,574304.3341
30181.4484,169356.2904,24935.0922,144255.8758,24417.237,115958.0257,21503.9324,141065.956,26535.4001,134993.081,21896.1872,145987.182,23864.0101,163980.8249,23806.6138,144835.8901
4103.2276,11253.5815,2968.94673,12697.2685,2956.24456,6216.32925,2497.42683,8067.0664,3916.1173,14762.234,1997.2111,4194.71347,3132.09642,8703.836,2910.34775,5161.0093
132912.7371,107480.556,129009.0393,97272.033,131780.4323,96479.455,130356.21,113736.8731,112181.4903,97156.422,135249.9917,103530.9593,120151.9022,102812.755,128249.152,105461.909
