6503.0806,6427.2251,6107.0171,5159.095,3450.4677,8815.3872,6133.9632,6754.891,6686.2615,5229.4164,6325.6412,7892.449,5886.886,4410.6088,6363.7922,4069.2861
61772.9291,60413.108,89868.642,111530.1235,155617.5364,226178.8429,108654.8782,136185.5505,78406.6367,118278.0759,96339.2875,115493.6306,61454.9275,39794.7206,63103.4208,37950.3693
214621.9204,148353.1539,231857.2651,163334.7871,284633.4572,188858.5663,295346.6246,202779.7777,278820.587,214443.2273,270497.5075,211026.0553,305435.529,228827.3501,325211.102,222828.3893
11253.5815,4103.2276,8067.0664,2497.42683,4194.71347,1997.2111,5161.0093,2910.34775,6216.32925,2956.24456,8703.836,3132.09642,12697.2685,2968.94673,14762.234,3916.1173
109321.6704,37738.258,86507.917,30090.878,116246.1997,36471.6426,101294.1269,34791.55,89467.6476,32679.188,141523.6769,41912.1683,150792.631,86081.6867,133798.176,72025.292
110730.8422,107587.444,37985.5306,64124.3212,27045.362,53882.362,44502.5559,69114.5189,60610.4306,72131.7456,97424.4327,102078.9589,216228.432,213071.4372,277663.057,245541.5449
53302.875,57492.2018,43181.0415,42806.89577,42792.4022,43634.0225,44201.7077,59062.3959,40469.18162,64671.23,53531.7332,61112.5116,46069.2799,63282.9623,47125.7048,55570.6325
675163.7188,768162.04,499329.6601,544475.8833,931479.419,921419.892,470411.5512,635730.889,425006.0134,722640.8986,1319943.573,1249083.291,547430.536,452719.201,486541.514,441230.6269
63656.655,157760.49,132595.9077,205977.068,169715.976,368039.222,133549.1984,333799.23,137103.5304,323052.1594,75503.7937,123415.237,27838.9424,32090.3519,25638.16,27786.7012
11682.1874,9392.1239,10377.87962,8626.8173,20385.6833,12606.7412,14587.4398,10088.5717,11156.6084,11620.56088,17615.6064,20775.7224,8322.87959,11051.80845,10748.5075,7316.5668
1187221.108,965806.9258,984691.9445,888321.607,1096712.683,933555.1817,1159836.685,1005584.555,1140698.293,1042833.508,1250072.079,985404.718,1029273.42,950822.907,1020867.68,774420.0975
38419.161,21402.7041,7658.18717,7576.83442,10006.4644,7573.28265,9843.4956,7586.9352,11830.2104,8582.27766,21476.2348,12067.1222,59162.05781,34992.60238,67401.83637,38386.34733
107480.556,132912.7371,113736.8731,130356.21,103530.9593,135249.9917,105461.909,128249.152,96479.455,131780.4323,102812.755,120151.9022,97272.033,129009.0393,97156.422,112181.4903
169356.2904,30181.4484,141065.956,21503.9324,145987.182,21896.1872,144835.8901,23806.6138,115958.0257,24417.237,163980.8249,23864.0101,144255.8758,24935.0922,134993.081,26535.4001
632718.7439,243156.2238,525433.2218,218362.6949,653630.2967,245090.3975,574304.3341,235667.4822,526689.9604,231067.855,809614.627,284944.449,884809.94,562530.5642,784243.34,461141.6268
135844.394,10658.563,122611.3491,8079.3982,161083.9684,7445.479,142508.9439,10763.8253,90373.27229,8174.98561,127996.4934,10703.3291,120811.475,50077.3688,136987.751,30733.4843
1737896.965,1388439.434,1472352.832,1309590.582,1632668.893,1386256.285,1727458.298,1527594.19,1713330.61,1532656.364,1912062.656,1479585.44,1614086.18,1436755.859,1573651.27,1184160.123
3717679.471,4587479.748,3868530.861,5093840.725,3857666.127,4837021.79,4093287.908,5503286.151,3593966.088,5167276.544,3505196.012,5123991.602,4013354.745,5244672.21,3702747.031,5158934.587
13253.1795,7744.9,10582.98041,6508.0167,15738.965,7821.253,16962.15314,8141.378,19243.9097,7356.895,7705.4205,3685.3044,3454.64316,2524.12964,5030.2614,3471.1632
41227.595,63600.4153,34446.0218,52741.4015,37469.4296,49599.4327,40457.9053,57119.8487,35234.661,52717.7676,36198.5191,60203.6387,48081.3224,68879.7735,49624.1084,64597.45
